brand,price,season,sex,top_matereal,pad_matereal,sole_matereal,shoe_type,vendor,discount_status,size_34,size_35,size_36,size_37,size_38,size_39,size_40,size_41,size_42,size_43,size_44,size_45,size_46,size_47,size_48
Green,69,Весна/Осень,Мужская обувь,Замша,Кожа,Замша,Мокасины,020264059-0,,false,false,true,false,true,true,false,false,true,true,false,true,true,true,false
Goldenrod,80,Лето,Мужская обувь,Кожа,Кожа,Полимерный материал,Сапоги,942842288-6,45,false,true,false,true,false,false,true,true,false,false,false,false,true,false,true
Aquamarine,63,Лето,Женская обувь,Замша,Замша,Кожа,Слипоны,833450351-2,,false,true,false,true,false,false,true,true,true,false,false,false,true,false,false
Yellow,34,Весна/Осень,Мужская обувь,Кожа,Кожа,Полимерный материал,Слипоны,325508687-6,10,true,false,false,true,false,false,true,false,false,true,false,true,true,true,true
Khaki,87,Лето,Женская обувь,Замша,Полимерный материал,Кожа,Мокасины,965124603-0,,true,false,true,true,false,false,true,false,false,false,true,true,false,true,false
Crimson,8,Лето,Мужская обувь,Замша,Замша,Замша,Сабо,563677322-6,,true,false,true,true,false,false,false,false,false,true,true,false,true,false,true
Crimson,39,Зима,Женская обувь,Замша,Полимерный материал,Замша,Кроссовки,953909114-4,,false,false,true,true,false,true,false,false,false,true,true,false,true,true,true
Red,41,Лето,Женская обувь,Кожа,Замша,Полимерный материал,Босоножки,167569330-7,10,true,true,true,true,true,true,false,false,false,true,true,true,true,false,false
Green,68,Весна/Осень,Женская обувь,Замша,Кожа,Замша,Ботинки,057774239-6,,false,false,false,false,true,true,true,false,false,true,false,true,false,true,true
Indigo,54,Лето,Мужская обувь,Полимерный материал,Полимерный материал,Полимерный материал,Тапки,237156806-6,,true,false,true,false,true,true,false,true,false,true,true,true,true,false,false
Aquamarine,17,Лето,Мужская обувь,Замша,Замша,Кожа,Слипоны,574941830-8,,true,true,false,true,false,false,true,false,true,true,true,true,false,false,true
Red,10,Зима,Женская обувь,Замша,Полимерный материал,Замша,Босоножки,172851308-1,,true,true,false,true,false,true,false,false,true,false,false,true,false,false,false
Yellow,89,Зима,Мужская обувь,Замша,Кожа,Замша,Сабо,865879438-5,,false,false,true,true,true,true,true,true,true,false,false,true,true,true,true
Blue,61,Весна/Осень,Мужская обувь,Замша,Полимерный материал,Полимерный материал,Тапки,014470986-4,,false,false,true,false,true,false,true,true,true,false,true,true,false,true,false
Yellow,45,Весна/Осень,Мужская обувь,Кожа,Полимерный материал,Замша,Ботинки,820345775-4,30,true,true,true,true,true,false,true,false,false,false,true,false,false,false,false
Turquoise,45,Зима,Женская обувь,Кожа,Полимерный материал,Полимерный материал,Мокасины,016098762-8,,false,false,true,false,false,false,true,true,true,false,true,true,true,false,true
Green,36,Весна/Осень,Женская обувь,Замша,Полимерный материал,Полимерный материал,Тапки,224511917-7,30,true,false,false,true,false,false,true,false,false,true,false,false,false,false,false
Violet,45,Весна/Осень,Женская обувь,Полимерный материал,Полимерный материал,Кожа,Кроссовки,910765526-6,,true,true,false,true,true,false,true,false,true,true,false,true,true,true,false
Green,12,Весна/Осень,Мужская обувь,Кожа,Полимерный материал,Замша,Сапоги,836782778-3,,false,false,true,false,false,false,false,true,true,false,false,true,false,false,true
Aquamarine,50,Весна/Осень,Женская обувь,Полимерный материал,Полимерный материал,Полимерный материал,Мокасины,148313396-6,,true,false,true,true,false,true,false,true,true,true,true,false,false,false,true
Puce,52,Лето,Женская обувь,Кожа,Полимерный материал,Кожа,Тапки,618557683-X,15,false,true,true,true,true,true,true,false,true,true,true,false,true,false,true
Yellow,82,Лето,Мужская обувь,Полимерный материал,Полимерный материал,Полимерный материал,Кеды,354133765-6,10,true,true,true,true,true,true,true,true,true,false,true,false,false,true,false
Indigo,18,Зима,Мужская обувь,Кожа,Замша,Полимерный материал,Сабо,573757729-5,45,true,false,true,true,false,true,false,true,true,true,false,true,true,false,true
Violet,92,Лето,Мужская обувь,Полимерный материал,Замша,Замша,Тапки,118733537-1,10,false,false,true,false,true,true,false,true,false,false,true,true,false,true,true
Green,31,Лето,Мужская обувь,Полимерный материал,Замша,Кожа,Кроссовки,223356661-0,,true,true,false,false,true,false,false,true,true,true,false,true,true,false,true
Teal,20,Лето,Мужская обувь,Полимерный материал,Замша,Замша,Кеды,730657386-1,,true,true,false,false,false,true,false,true,false,true,false,false,false,false,true
Green,71,Лето,Женская обувь,Замша,Замша,Кожа,Сандалии,879462548-4,,true,false,true,false,false,true,false,true,true,false,false,false,false,false,true
Red,23,Весна/Осень,Женская обувь,Кожа,Полимерный материал,Кожа,Кроссовки,687641614-3,30,false,true,false,false,false,true,false,false,false,true,true,false,true,false,false
Puce,2,Зима,Женская обувь,Кожа,Кожа,Замша,Ботинки,074944370-7,10,false,true,false,false,true,true,true,true,true,false,false,false,false,true,false
Orange,74,Зима,Мужская обувь,Замша,Замша,Кожа,Угги,977869284-X,30,true,false,true,false,false,true,true,true,false,false,false,true,true,false,true
Teal,94,Весна/Осень,Мужская обувь,Замша,Полимерный материал,Замша,Мокасины,402601123-2,,true,false,true,true,true,true,false,false,false,false,false,true,true,false,false
Turquoise,47,Весна/Осень,Мужская обувь,Полимерный материал,Замша,Кожа,Слипоны,186549022-9,,false,false,true,false,false,false,false,false,false,false,true,false,true,false,false
Blue,6,Зима,Мужская обувь,Кожа,Полимерный материал,Полимерный материал,Слипоны,561539218-5,,false,true,true,false,true,false,false,true,true,false,true,true,true,false,true
Yellow,35,Зима,Женская обувь,Полимерный материал,Замша,Кожа,Кроссовки,165741029-3,30,true,true,false,true,false,true,true,false,false,true,true,false,true,false,false
Aquamarine,76,Зима,Женская обувь,Кожа,Кожа,Кожа,Тапки,493022100-5,,false,true,false,true,true,true,false,false,true,false,false,false,true,false,true
Khaki,69,Весна/Осень,Женская обувь,Полимерный материал,Замша,Кожа,Босоножки,745467459-3,,false,true,true,true,true,true,false,false,false,true,true,true,false,false,false
Green,6,Лето,Мужская обувь,Полимерный материал,Полимерный материал,Полимерный материал,Сабо,045254211-1,,false,true,true,true,true,true,false,true,true,true,false,true,true,false,true
Teal,46,Лето,Женская обувь,Кожа,Замша,Кожа,Тапки,598227651-0,,false,true,true,false,true,true,false,true,false,true,false,true,false,true,true
Puce,75,Зима,Женская обувь,Полимерный материал,Замша,Замша,Сабо,327532351-2,,false,false,false,false,true,true,false,false,false,true,true,true,false,true,false
Maroon,57,Лето,Мужская обувь,Полимерный материал,Полимерный материал,Замша,Сандалии,432540476-7,10,false,false,true,false,true,true,false,false,true,true,true,true,true,true,true
Goldenrod,93,Весна/Осень,Женская обувь,Замша,Кожа,Полимерный материал,Тапки,370069093-2,,true,true,true,false,true,false,true,false,true,false,true,false,false,true,false
Orange,30,Весна/Осень,Мужская обувь,Кожа,Замша,Кожа,Босоножки,083401783-0,,true,true,true,true,true,false,false,false,false,true,true,false,false,false,true
Aquamarine,77,Лето,Мужская обувь,Полимерный материал,Замша,Полимерный материал,Сабо,500192835-4,30,false,true,true,true,true,true,false,true,false,false,true,false,true,true,false
Turquoise,42,Лето,Мужская обувь,Полимерный материал,Кожа,Замша,Слипоны,260647302-7,,false,true,true,true,false,true,true,true,false,true,false,false,true,false,false
Puce,55,Лето,Мужская обувь,Кожа,Кожа,Кожа,Сапоги,521549599-8,15,false,false,true,true,true,false,true,false,true,true,false,false,false,false,true
Yellow,60,Зима,Женская обувь,Полимерный материал,Полимерный материал,Кожа,Сандалии,082208570-4,,false,true,false,true,false,true,false,true,false,true,false,true,true,true,true
Indigo,98,Лето,Женская обувь,Замша,Замша,Полимерный материал,Туфли,052108329-X,,true,true,true,true,true,false,false,true,false,false,true,false,true,false,true
Crimson,27,Весна/Осень,Женская обувь,Полимерный материал,Кожа,Замша,Туфли,706761785-5,10,false,true,false,false,false,false,false,false,false,true,false,true,true,true,false
Purple,88,Зима,Женская обувь,Кожа,Замша,Полимерный материал,Сандалии,094909488-9,,true,true,false,false,false,true,false,true,false,false,true,false,true,false,false
Yellow,52,Весна/Осень,Мужская обувь,Замша,Кожа,Замша,Слипоны,382932279-8,,true,true,false,true,false,true,false,false,false,false,true,false,true,false,false
Crimson,45,Весна/Осень,Мужская обувь,Замша,Замша,Замша,Сандалии,678943712-6,,true,false,false,true,false,true,true,false,true,false,true,false,false,true,true
Indigo,82,Лето,Женская обувь,Замша,Замша,Замша,Сандалии,624466267-9,10,false,false,true,false,true,true,true,false,false,false,true,true,true,false,false
Green,7,Лето,Женская обувь,Замша,Замша,Замша,Угги,110398163-3,,true,false,false,true,false,false,false,true,true,true,true,false,false,false,false
Red,85,Весна/Осень,Женская обувь,Кожа,Кожа,Полимерный материал,Ботинки,036973908-6,45,false,false,true,true,false,true,true,true,false,true,true,true,false,true,false
Aquamarine,35,Лето,Женская обувь,Замша,Кожа,Полимерный материал,Туфли,193285447-9,30,false,true,false,true,false,true,true,false,true,false,false,false,true,false,false
Fuscia,14,Лето,Мужская обувь,Полимерный материал,Замша,Замша,Сандалии,184637343-3,45,false,false,true,true,false,true,true,false,true,false,false,false,true,false,true
Turquoise,53,Зима,Женская обувь,Замша,Полимерный материал,Кожа,Кроссовки,066590000-7,,false,true,false,false,true,true,false,false,false,false,true,true,true,true,true
Pink,90,Зима,Женская обувь,Полимерный материал,Полимерный материал,Полимерный материал,Сабо,022979522-6,,true,true,false,false,true,false,true,true,false,false,false,false,true,false,true
Yellow,36,Лето,Женская обувь,Замша,Замша,Кожа,Угги,157992564-2,45,false,true,false,true,false,false,true,false,true,false,true,true,true,false,false
Mauv,53,Зима,Женская обувь,Кожа,Кожа,Полимерный материал,Мокасины,871911520-2,,false,true,true,true,true,true,true,false,true,false,false,true,false,true,false
Goldenrod,22,Зима,Женская обувь,Замша,Замша,Замша,Слипоны,518725338-7,,false,true,true,false,true,true,true,false,false,false,false,true,true,false,true
Indigo,49,Зима,Мужская обувь,Замша,Замша,Замша,Кеды,374957393-X,45,false,true,true,true,false,true,true,true,false,true,false,false,true,true,false
Aquamarine,20,Лето,Мужская обувь,Полимерный материал,Кожа,Полимерный материал,Сандалии,428572566-5,,false,true,false,false,false,true,false,true,true,false,true,false,true,true,true
Yellow,100,Весна/Осень,Женская обувь,Замша,Кожа,Полимерный материал,Мокасины,868239676-9,,true,true,false,true,false,true,false,true,false,false,true,false,true,false,false
Green,68,Весна/Осень,Женская обувь,Замша,Замша,Полимерный материал,Туфли,078775602-4,45,true,true,false,false,true,false,false,true,false,false,true,true,true,false,true
Orange,34,Зима,Женская обувь,Кожа,Замша,Полимерный материал,Босоножки,995474200-X,,false,false,true,false,true,false,false,false,true,true,false,false,true,true,false
Puce,22,Зима,Женская обувь,Замша,Замша,Замша,Кроссовки,063645380-4,,false,true,false,true,false,false,true,true,false,true,true,false,false,true,false
Red,100,Зима,Мужская обувь,Кожа,Замша,Полимерный материал,Босоножки,469373608-2,,true,false,false,false,false,false,true,false,true,true,true,true,true,false,true
Maroon,45,Лето,Женская обувь,Кожа,Замша,Замша,Тапки,177190190-X,,false,false,false,false,true,true,false,false,true,false,true,true,true,false,true
Khaki,44,Весна/Осень,Женская обувь,Замша,Кожа,Кожа,Слипоны,376924512-1,10,false,false,false,true,true,false,false,true,false,true,true,false,true,true,true
Orange,75,Весна/Осень,Мужская обувь,Замша,Замша,Замша,Мокасины,655485673-0,,false,true,false,false,false,false,false,true,false,true,false,false,false,true,false
Aquamarine,89,Лето,Мужская обувь,Замша,Полимерный материал,Замша,Мокасины,099319822-8,,false,false,true,false,true,false,true,true,false,true,false,false,true,false,true
Pink,75,Весна/Осень,Женская обувь,Замша,Кожа,Замша,Мокасины,111877580-5,,false,true,true,true,true,false,true,true,false,true,false,false,true,false,true
Turquoise,3,Весна/Осень,Мужская обувь,Замша,Кожа,Замша,Тапки,792130271-8,,false,true,false,true,true,true,false,true,true,true,true,true,false,true,false
Goldenrod,18,Лето,Мужская обувь,Кожа,Кожа,Кожа,Кеды,604327727-1,45,true,true,false,false,true,false,false,true,false,false,true,false,false,false,true
Orange,73,Весна/Осень,Мужская обувь,Полимерный материал,Замша,Полимерный материал,Кеды,882525223-4,30,false,false,false,false,true,true,true,true,true,true,true,true,false,false,false
Indigo,63,Зима,Мужская обувь,Замша,Полимерный материал,Кожа,Тапки,233730345-4,,true,true,true,true,true,false,true,false,false,true,false,true,false,false,false
Indigo,18,Лето,Женская обувь,Полимерный материал,Полимерный материал,Кожа,Босоножки,641289933-2,,true,false,true,true,true,false,false,true,false,false,false,true,true,true,true
Orange,29,Весна/Осень,Мужская обувь,Замша,Полимерный материал,Замша,Сапоги,257867533-3,,false,false,true,false,true,true,true,false,false,false,false,false,true,true,false
Yellow,80,Зима,Женская обувь,Полимерный материал,Полимерный материал,Замша,Сабо,478257108-9,,true,false,false,true,false,false,false,true,true,true,false,true,false,true,false
Teal,71,Зима,Мужская обувь,Кожа,Замша,Замша,Тапки,010152707-1,,false,false,true,true,true,true,false,true,false,false,false,true,false,true,false
Crimson,28,Лето,Мужская обувь,Кожа,Полимерный материал,Полимерный материал,Сабо,961687644-9,10,false,false,false,false,true,false,true,true,false,true,false,false,true,false,true
Purple,11,Весна/Осень,Мужская обувь,Замша,Кожа,Полимерный материал,Босоножки,715086727-8,,false,false,true,true,false,false,false,true,true,true,false,true,true,false,true
Orange,28,Лето,Женская обувь,Полимерный материал,Кожа,Полимерный материал,Босоножки,800141262-8,45,true,true,true,true,true,true,true,false,false,false,true,false,false,true,false
Purple,90,Лето,Мужская обувь,Полимерный материал,Полимерный материал,Замша,Кроссовки,335778562-5,,true,false,false,false,false,true,false,false,false,true,false,false,false,false,true
Crimson,46,Зима,Мужская обувь,Кожа,Кожа,Замша,Сапоги,924966363-3,30,true,false,false,true,true,true,false,false,false,true,true,true,true,true,true
Green,11,Лето,Женская обувь,Полимерный материал,Полимерный материал,Кожа,Мокасины,896670128-0,,false,false,false,false,false,false,false,true,true,true,false,false,true,true,false
Khaki,43,Зима,Женская обувь,Полимерный материал,Полимерный материал,Замша,Кеды,768087862-5,30,false,true,false,false,false,true,true,false,false,false,true,false,true,false,false
Khaki,93,Лето,Женская обувь,Замша,Полимерный материал,Кожа,Босоножки,050393621-9,,true,true,true,true,false,true,false,true,false,false,true,false,false,false,true
Purple,39,Лето,Мужская обувь,Кожа,Кожа,Замша,Босоножки,277053877-2,45,true,false,true,true,false,true,false,true,false,false,false,false,true,false,true
Teal,1,Лето,Женская обувь,Замша,Замша,Кожа,Туфли,768134833-6,,true,false,true,false,false,false,false,true,false,false,false,true,true,true,false
Violet,1,Лето,Женская обувь,Замша,Замша,Замша,Кеды,694843690-0,10,false,true,true,true,true,true,true,false,false,true,true,false,false,true,true
Aquamarine,84,Лето,Женская обувь,Замша,Кожа,Кожа,Ботинки,598024071-3,,true,true,false,false,false,false,false,true,true,false,false,false,false,false,true
Yellow,97,Весна/Осень,Женская обувь,Полимерный материал,Замша,Замша,Угги,934749162-4,,false,false,true,false,true,false,true,true,true,true,true,true,false,false,true
Crimson,3,Весна/Осень,Женская обувь,Замша,Полимерный материал,Кожа,Сандалии,344439625-2,,true,false,true,true,false,false,false,true,true,true,true,true,true,false,true
Khaki,43,Весна/Осень,Мужская обувь,Замша,Полимерный материал,Замша,Мокасины,937793357-9,30,false,true,true,false,true,false,false,true,false,true,true,true,false,false,true
Turquoise,89,Зима,Мужская обувь,Кожа,Полимерный материал,Замша,Сандалии,505563686-6,,false,false,true,false,false,false,false,true,true,true,false,true,false,true,false
Khaki,77,Зима,Женская обувь,Кожа,Полимерный материал,Полимерный материал,Слипоны,926688944-X,30,false,false,false,false,true,false,true,false,true,true,false,false,false,false,false
Violet,23,Зима,Женская обувь,Полимерный материал,Полимерный материал,Кожа,Кеды,312670064-0,30,true,true,false,true,false,true,false,false,false,false,false,false,true,false,false
Purple,84,Весна/Осень,Женская обувь,Полимерный материал,Замша,Кожа,Слипоны,171451590-7,,false,true,false,true,false,false,false,false,true,true,false,true,true,false,false
Fuscia,15,Зима,Женская обувь,Кожа,Замша,Замша,Ботинки,733378045-7,,false,true,true,false,true,false,false,false,true,false,false,true,false,true,true
Red,5,Зима,Мужская обувь,Полимерный материал,Полимерный материал,Полимерный материал,Кеды,325755916-X,10,false,true,true,true,true,true,false,true,true,false,true,false,true,false,true
Orange,95,Лето,Женская обувь,Полимерный материал,Кожа,Полимерный материал,Мокасины,742057458-8,,false,false,false,false,true,true,true,false,false,true,true,true,true,true,true
Khaki,63,Весна/Осень,Женская обувь,Кожа,Полимерный материал,Замша,Слипоны,060938555-0,30,true,false,false,true,true,true,true,true,true,true,false,true,false,true,false
Purple,25,Лето,Женская обувь,Кожа,Кожа,Кожа,Туфли,034299431-X,,false,true,false,true,false,false,false,false,false,true,false,true,true,true,true
Goldenrod,55,Зима,Мужская обувь,Замша,Замша,Замша,Кеды,781129964-X,,false,true,true,false,false,false,false,false,false,true,false,false,false,false,false
Mauv,4,Зима,Женская обувь,Кожа,Замша,Полимерный материал,Босоножки,495477459-4,10,true,false,false,false,true,true,true,false,false,true,true,true,false,true,false
Crimson,7,Зима,Женская обувь,Кожа,Замша,Замша,Кроссовки,048511776-2,45,false,false,false,true,false,false,false,false,false,true,true,false,false,true,false
Violet,44,Весна/Осень,Женская обувь,Замша,Кожа,Замша,Угги,697134975-X,45,false,true,true,false,true,true,true,false,false,true,false,false,true,false,true
Purple,79,Зима,Мужская обувь,Замша,Кожа,Кожа,Сандалии,155054640-6,,false,true,true,false,false,true,false,false,false,true,true,false,true,true,true
Puce,59,Лето,Мужская обувь,Полимерный материал,Замша,Кожа,Ботинки,290161415-9,,true,true,true,false,false,true,false,true,false,false,true,false,false,false,false
Orange,32,Весна/Осень,Мужская обувь,Полимерный материал,Замша,Кожа,Тапки,587108132-0,,true,false,true,true,true,false,false,false,true,true,false,true,false,false,true
Aquamarine,9,Весна/Осень,Мужская обувь,Замша,Полимерный материал,Кожа,Босоножки,851180992-9,,false,false,false,true,true,false,true,false,true,true,false,true,false,false,false
Violet,93,Лето,Женская обувь,Кожа,Полимерный материал,Замша,Кроссовки,269363692-2,,true,false,true,false,false,true,false,true,false,true,false,false,true,true,false
Goldenrod,37,Зима,Женская обувь,Кожа,Замша,Полимерный материал,Тапки,769262759-2,,false,true,true,false,false,false,false,false,false,true,false,false,true,false,false
Orange,27,Весна/Осень,Женская обувь,Кожа,Замша,Кожа,Тапки,145884764-0,,false,false,false,false,true,true,true,true,false,false,false,false,true,false,true
Khaki,92,Весна/Осень,Мужская обувь,Кожа,Замша,Полимерный материал,Босоножки,602999716-5,,true,true,true,true,false,false,false,false,false,true,false,true,false,true,false
Mauv,93,Зима,Мужская обувь,Полимерный материал,Замша,Полимерный материал,Сабо,472157291-3,,true,false,true,false,true,false,true,false,true,true,true,false,false,true,false
Purple,72,Весна/Осень,Женская обувь,Кожа,Полимерный материал,Полимерный материал,Туфли,756846581-0,,true,true,false,false,false,false,false,true,false,false,true,false,false,true,false
Red,9,Весна/Осень,Мужская обувь,Кожа,Замша,Кожа,Тапки,867884653-4,,true,true,false,false,true,true,true,false,true,false,false,false,false,true,false
Pink,50,Лето,Женская обувь,Замша,Полимерный материал,Замша,Кроссовки,579098582-3,15,false,false,false,false,true,false,true,true,false,true,true,false,false,true,false
Puce,97,Лето,Мужская обувь,Замша,Полимерный материал,Замша,Сабо,534163884-0,45,false,true,false,true,true,false,true,false,true,false,true,false,true,true,false
Red,39,Лето,Женская обувь,Полимерный материал,Полимерный материал,Полимерный материал,Слипоны,750065443-X,10,false,true,false,true,true,false,false,true,true,false,false,false,false,true,false
Fuscia,86,Зима,Мужская обувь,Кожа,Кожа,Замша,Сандалии,712023651-2,,false,true,false,false,true,false,true,true,false,true,true,false,true,true,false
Blue,38,Лето,Женская обувь,Полимерный материал,Замша,Замша,Угги,688989950-4,,true,true,true,true,false,false,true,false,false,false,false,true,true,true,true
Crimson,80,Лето,Мужская обувь,Кожа,Замша,Кожа,Туфли,313089324-5,15,false,true,false,true,false,false,false,true,false,true,true,true,false,false,false
Green,73,Весна/Осень,Женская обувь,Полимерный материал,Полимерный материал,Полимерный материал,Мокасины,907084128-2,45,false,true,false,false,true,false,false,false,false,true,false,true,false,false,false
Violet,55,Зима,Мужская обувь,Полимерный материал,Кожа,Полимерный материал,Босоножки,423973006-6,,false,true,true,true,true,true,false,false,false,false,false,true,true,false,false
Mauv,39,Зима,Женская обувь,Полимерный материал,Замша,Кожа,Сабо,427901749-2,,false,false,true,false,false,true,true,true,false,false,true,true,false,true,false
Pink,28,Весна/Осень,Мужская обувь,Полимерный материал,Замша,Полимерный материал,Угги,216007472-1,,true,true,false,true,false,false,true,true,false,false,false,true,false,false,false
Turquoise,60,Весна/Осень,Мужская обувь,Замша,Замша,Замша,Слипоны,127192130-8,,false,false,true,true,false,false,false,true,false,true,false,true,true,false,false
Green,11,Зима,Мужская обувь,Замша,Кожа,Замша,Кроссовки,381418074-7,,false,false,false,true,false,false,true,false,false,false,true,true,true,false,false
Purple,75,Весна/Осень,Мужская обувь,Полимерный материал,Полимерный материал,Кожа,Босоножки,061844848-9,,false,true,true,false,false,true,false,false,true,true,true,true,false,false,true
Pink,51,Зима,Мужская обувь,Кожа,Полимерный материал,Кожа,Ботинки,519513480-4,,true,true,true,false,false,false,true,false,true,true,true,true,true,true,false
Goldenrod,44,Лето,Мужская обувь,Замша,Полимерный материал,Замша,Сандалии,294617639-8,45,true,true,false,true,true,true,false,true,false,false,true,true,false,true,false
Fuscia,22,Зима,Мужская обувь,Замша,Полимерный материал,Замша,Сабо,775647416-3,15,false,false,false,true,false,false,false,false,false,false,false,true,true,true,false
Goldenrod,10,Зима,Женская обувь,Кожа,Полимерный материал,Кожа,Сабо,779888069-0,,true,true,true,true,false,true,true,false,false,true,true,true,true,true,false
Crimson,67,Зима,Мужская обувь,Замша,Кожа,Замша,Кроссовки,544600005-6,,true,true,true,true,false,false,false,true,true,false,false,false,false,false,false
Blue,11,Весна/Осень,Мужская обувь,Замша,Кожа,Замша,Угги,687864507-7,,false,false,true,false,false,false,true,true,false,true,false,true,true,true,true
Maroon,88,Весна/Осень,Мужская обувь,Замша,Полимерный материал,Полимерный материал,Угги,642163166-5,,false,false,true,false,true,false,true,true,true,true,false,false,false,false,true
Maroon,1,Весна/Осень,Женская обувь,Кожа,Замша,Полимерный материал,Угги,093055966-5,,true,false,false,true,false,false,false,false,true,true,false,true,true,true,true
Mauv,24,Лето,Мужская обувь,Замша,Полимерный материал,Замша,Угги,640965413-8,10,true,true,false,false,true,false,false,true,false,true,false,true,false,false,false
Purple,96,Лето,Мужская обувь,Кожа,Замша,Замша,Угги,657415597-5,,true,false,false,false,true,false,false,true,false,true,true,true,false,true,false
Green,8,Лето,Женская обувь,Кожа,Замша,Замша,Мокасины,470865848-6,15,true,true,false,true,true,true,true,true,true,false,true,false,true,true,true
Green,76,Зима,Мужская обувь,Полимерный материал,Замша,Замша,Слипоны,459529381-X,15,true,false,true,false,true,false,true,false,false,true,true,false,true,false,false
Goldenrod,46,Зима,Женская обувь,Кожа,Замша,Полимерный материал,Мокасины,525439905-8,30,true,false,false,false,false,true,true,false,false,false,false,false,false,true,true
Crimson,9,Весна/Осень,Мужская обувь,Кожа,Полимерный материал,Кожа,Угги,592285478-X,45,true,false,false,false,true,false,true,true,false,true,false,true,false,true,true
Yellow,59,Зима,Мужская обувь,Кожа,Кожа,Замша,Сабо,247629379-2,,false,false,true,false,true,false,true,false,true,false,false,false,false,true,true
Khaki,53,Весна/Осень,Женская обувь,Полимерный материал,Кожа,Кожа,Мокасины,238538587-2,45,false,false,false,true,false,true,false,true,true,true,false,false,true,false,true
Teal,51,Весна/Осень,Мужская обувь,Полимерный материал,Кожа,Полимерный материал,Сабо,328412217-6,10,true,false,true,true,true,true,false,false,true,true,true,false,true,false,false
Violet,21,Зима,Женская обувь,Полимерный материал,Замша,Кожа,Мокасины,639244142-5,,true,false,false,true,true,true,true,true,true,true,true,true,true,false,true
Turquoise,10,Весна/Осень,Мужская обувь,Кожа,Замша,Кожа,Ботинки,406933335-5,45,false,true,true,true,false,true,false,false,false,false,true,false,true,false,false
Goldenrod,28,Зима,Мужская обувь,Замша,Кожа,Замша,Сабо,320961269-2,15,false,true,false,false,true,false,true,true,true,true,false,false,true,false,false
Orange,88,Зима,Мужская обувь,Кожа,Замша,Кожа,Туфли,147456376-7,,true,true,true,true,false,false,false,false,false,false,false,true,false,true,true
Red,47,Лето,Женская обувь,Кожа,Кожа,Замша,Сандалии,541060507-1,,false,false,false,true,false,false,false,false,false,true,false,true,true,false,false
Fuscia,85,Весна/Осень,Женская обувь,Кожа,Кожа,Полимерный материал,Кроссовки,627221613-0,,true,false,false,false,true,false,false,false,false,false,true,true,true,false,false
Green,100,Зима,Мужская обувь,Замша,Полимерный материал,Полимерный материал,Босоножки,125266310-2,15,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true
Yellow,82,Весна/Осень,Мужская обувь,Замша,Замша,Полимерный материал,Ботинки,843039944-5,,false,true,true,true,true,true,true,true,true,true,false,false,false,true,false
Maroon,37,Весна/Осень,Женская обувь,Замша,Полимерный материал,Замша,Ботинки,571557528-1,,true,false,false,false,false,false,false,true,true,false,false,false,true,true,false
Pink,77,Зима,Мужская обувь,Кожа,Кожа,Кожа,Сабо,564184735-6,45,true,false,false,true,true,false,true,false,true,true,false,true,true,true,false
Maroon,79,Лето,Мужская обувь,Замша,Кожа,Замша,Сапоги,185263888-5,45,false,false,true,false,false,true,false,true,true,false,true,true,false,true,true
Orange,95,Зима,Мужская обувь,Полимерный материал,Кожа,Кожа,Туфли,238006335-4,,true,false,true,false,true,true,true,true,true,true,true,false,false,false,false
Indigo,16,Лето,Женская обувь,Полимерный материал,Полимерный материал,Замша,Сабо,530737525-5,,false,true,true,false,false,false,true,true,true,true,true,true,false,true,true
Puce,97,Весна/Осень,Женская обувь,Замша,Замша,Полимерный материал,Сабо,870519812-7,,true,true,true,true,true,false,true,true,true,false,true,false,true,false,true
Goldenrod,68,Весна/Осень,Женская обувь,Полимерный материал,Замша,Полимерный материал,Туфли,472311815-2,,true,false,false,false,true,false,false,false,true,false,true,false,true,false,true
Blue,2,Зима,Мужская обувь,Кожа,Кожа,Полимерный материал,Сабо,019372515-0,10,false,false,false,false,true,true,true,true,true,false,false,false,true,false,false
Fuscia,90,Зима,Женская обувь,Замша,Полимерный материал,Кожа,Кроссовки,979168110-4,,true,true,false,true,false,false,true,false,false,true,true,true,true,false,false
Yellow,24,Лето,Женская обувь,Замша,Полимерный материал,Кожа,Кроссовки,342510256-7,15,false,false,true,true,true,false,true,false,true,false,true,true,false,false,false
Yellow,50,Весна/Осень,Женская обувь,Замша,Кожа,Полимерный материал,Мокасины,602087885-6,45,false,true,false,true,false,true,false,true,false,false,true,false,false,true,true
Khaki,30,Зима,Мужская обувь,Полимерный материал,Полимерный материал,Кожа,Ботинки,892707039-9,,false,false,false,false,false,true,true,false,true,true,false,false,false,true,false
Goldenrod,61,Весна/Осень,Мужская обувь,Замша,Замша,Полимерный материал,Мокасины,821913899-8,45,true,true,true,true,false,true,true,false,true,true,false,true,true,true,false
Crimson,44,Зима,Женская обувь,Полимерный материал,Кожа,Замша,Кеды,435991747-3,30,true,false,true,true,false,true,false,true,true,true,false,false,true,false,false
Yellow,50,Лето,Мужская обувь,Полимерный материал,Полимерный материал,Замша,Ботинки,716696065-5,30,true,true,false,false,true,false,true,true,true,true,true,true,false,false,true
Indigo,16,Весна/Осень,Мужская обувь,Замша,Полимерный материал,Полимерный материал,Мокасины,799342767-3,,false,true,true,true,true,false,false,true,false,false,true,true,false,true,true
Turquoise,46,Весна/Осень,Женская обувь,Кожа,Замша,Замша,Мокасины,236564821-5,30,false,false,false,false,true,true,false,true,true,true,true,false,false,false,false
